ruta,Origen,origen_localidad,origen_pais,origen_provincia,origen_continente,origen_lat,origen_lon,Destino,destino_localidad,destino_pais,destino_provincia,destino_continente,destino_lat,destino_lon
Puerto Iguazú (Argentina) - Santa Fe (Argentina),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Corrientes (Argentina) - Rosario (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Ezeiza (Argentina) - Beijing (China),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Beijing (China),Beijing,China,,Asia,39.90403,116.407526
Comodoro Rivadavia (Argentina) - Viedma (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Viedma (Argentina),Viedma,Argentina,Río Negro,América del Sur,-40.8084274,-62.994722
Ezeiza (Argentina) - Cuiaba (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cuiaba (Brasil),Cuiaba,Brasil,,América del Sur,-15.5986686,-56.0991301
Ezeiza (Argentina) - Goiânia (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Goiânia (Brasil),Goiânia,Brasil,,América del Sur,-16.680882,-49.2532691
Ezeiza (Argentina) - Memphis (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Memphis (Estados Unidos),Memphis,Estados Unidos,,América del Norte,35.1460249,-90.0517638
Comodoro Rivadavia (Argentina) - San Salvador de Jujuy (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Puerto Madryn (Argentina) - San Rafael (Argentina),Puerto Madryn (Argentina),Puerto Madryn,Argentina,Chubut,América del Sur,-42.7673414,-65.0365942,San Rafael (Argentina),San Rafael,Argentina,Mendoza,América del Sur,-34.6126025,-68.330514
Ezeiza (Argentina) - Cape Town (Sudáfrica),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Cape Town (Sudáfrica),Cape Town,Sudáfrica,,África,-33.9288301,18.4172197
Ezeiza (Argentina) - Milán (Italia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Milán (Italia),Milán,Italia,,Europa,45.4641943,9.1896346
El Calafate (Argentina) - Río Grande (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562
Ezeiza (Argentina) - Brisbane (Australia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Brisbane (Australia),Brisbane,Australia,,Oceanía,-27.4689682,153.0234991
Ezeiza (Argentina) - Darwin (Australia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Darwin (Australia),Darwin,Australia,,Oceanía,-12.46044,130.8410469
Ezeiza (Argentina) - Moscow (Rusia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Moscow (Rusia),Moscow,Rusia,,Europa,55.625578,37.6063916
Ciudad de Buenos Aires (Argentina) - Concepcion (Chile),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Concepcion (Chile),Concepcion,Chile,,América del Sur,-36.8270698,-73.0502064
Mendoza (Argentina) - Posadas (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Posadas (Argentina),Posadas,Argentina,Misiones,América del Sur,-27.3664824,-55.894295
Neuquén (Argentina) - San Juan (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Neuquén (Argentina) - San Salvador de Jujuy (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Mar del Plata (Argentina) - Santiago del Estero (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Ezeiza (Argentina) - Glasgow (Reino Unido de Gran Bretaña e Irlanda del Norte),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Glasgow (Reino Unido de Gran Bretaña e Irlanda del Norte),Glasgow,Reino Unido de Gran Bretaña e Irlanda del Norte,,Europa,55.861155,-4.2501687
Ezeiza (Argentina) - Rioja (Perú),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Rioja (Perú),Rioja,Perú,,América del Sur,-5.8797993,-77.4276533
San Juan (Argentina) - São Paulo (Brasil),San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Mendoza (Argentina) - Paraná (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568
Córdoba (Argentina) - San Luis (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Córdoba (Argentina) - Santa Rosa (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Comodoro Rivadavia (Argentina) - Santa Rosa (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Rio Hondo (Argentina) - Santa Fe (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076
Santa Fe (Argentina) - Santiago del Estero (Argentina),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Ezeiza (Argentina) - Montreal (Canadá),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Montreal (Canadá),Montreal,Canadá,,América del Norte,45.5031824,-73.5698065
Malargue (Argentina) - Neuquén (Argentina),Malargue (Argentina),Malargue,Argentina,Mendoza,América del Sur,-35.4752134,-69.585934,Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275
Córdoba (Argentina) - Foz Do Iguaçu (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Foz Do Iguaçu (Brasil),Foz Do Iguaçu,Brasil,,América del Sur,-25.5304023,-54.5830692
Malargue (Argentina) - Mendoza (Argentina),Malargue (Argentina),Malargue,Argentina,Mendoza,América del Sur,-35.4752134,-69.585934,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
Ezeiza (Argentina) - Calama (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Calama (Chile),Calama,Chile,,América del Sur,-22.4623917,-68.9272181
Córdoba (Argentina) - Barranquilla (Colombia),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Barranquilla (Colombia),Barranquilla,Colombia,,América del Sur,11.0101922,-74.8231794
Ushuaia (Argentina) - Montevideo (Uruguay),Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Ushuaia (Argentina) - Miami (Estados Unidos),Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133,Miami (Estados Unidos),Miami,Estados Unidos,,América del Norte,25.7741728,-80.19362
Formosa (Argentina) - Resistencia (Argentina),Formosa (Argentina),Formosa,Argentina,Formosa,América del Sur,-24.5955306,-60.4289718,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Córdoba (Argentina) - La Rioja (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944
Córdoba (Argentina) - Antofagasta (Chile),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Antofagasta (Chile),Antofagasta,Chile,,América del Sur,-23.6463741,-70.3980033
San Fernando (Argentina) - Punta del Este (Uruguay),San Fernando (Argentina),San Fernando,Argentina,Buenos Aires,América del Sur,-34.4471919,-58.5701505,Punta del Este (Uruguay),Punta del Este,Uruguay,,América del Sur,-34.9632342,-54.9439981
Santa Fe (Argentina) - Santa Cruz de la Sierra (Bolivia),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Santa Cruz de la Sierra (Bolivia),Santa Cruz de la Sierra,Bolivia,,América del Sur,-17.7834217,-63.1820853
Ciudad de Buenos Aires (Argentina) - Arequipa (Perú),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Arequipa (Perú),Arequipa,Perú,,América del Sur,-16.3988667,-71.5369607
Santa Fe (Argentina) - Río de Janeiro (Brasil),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
Santa Fe (Argentina) - Goiânia (Brasil),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Goiânia (Brasil),Goiânia,Brasil,,América del Sur,-16.680882,-49.2532691
Ciudad de Buenos Aires (Argentina) - Cuiaba (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Cuiaba (Brasil),Cuiaba,Brasil,,América del Sur,-15.5986686,-56.0991301
Ezeiza (Argentina) - Washington (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Washington (Estados Unidos),Washington,Estados Unidos,,América del Norte,38.8950368,-77.0365427
Ciudad de Buenos Aires (Argentina) - Goiânia (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Goiânia (Brasil),Goiânia,Brasil,,América del Sur,-16.680882,-49.2532691
Ciudad de Buenos Aires (Argentina) - Bogotá (Colombia),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Bogotá (Colombia),Bogotá,Colombia,,América del Sur,4.7110053,-74.0720857
Mendoza (Argentina) - Montevideo (Uruguay),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Ezeiza (Argentina) - Bilbao (España),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Bilbao (España),Bilbao,España,,Europa,43.2630018,-2.9350039
Córdoba (Argentina) - Roma (Italia),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Roma (Italia),Roma,Italia,,Europa,41.8933203,12.4829321
Córdoba (Argentina) - Houston (Estados Unidos),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Houston (Estados Unidos),Houston,Estados Unidos,,América del Norte,29.7589382,-95.3676974
Esquel (Argentina) - Mendoza (Argentina),Esquel (Argentina),Esquel,Argentina,Chubut,América del Sur,-42.9173055,-71.3216508,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
Ciudad de Buenos Aires (Argentina) - Guayaquil (Ecuador),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Guayaquil (Ecuador),Guayaquil,Ecuador,,América del Sur,-2.2895167,-80.0983887
Ciudad de Buenos Aires (Argentina) - Medellín (Colombia),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Medellín (Colombia),Medellín,Colombia,,América del Sur,6.2697324,-75.6025597
Santa Fe (Argentina) - Montevideo (Uruguay),Santa Fe (Argentina),Santa Fe,Argentina,Santa Fe,América del Sur,-30.3154739,-61.1645076,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Salta (Argentina) - São Paulo (Brasil),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Ciudad de Buenos Aires (Argentina) - Bucaramanga (Colombia),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Bucaramanga (Colombia),Bucaramanga,Colombia,,América del Sur,7.1669842,-73.1047294
San Carlos de Bariloche (Argentina) - Río de Janeiro (Brasil),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
Río Gallegos (Argentina) - Santa Cruz (Argentina),Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804,Santa Cruz (Argentina),Santa Cruz,Argentina,Santa Cruz,América del Sur,-48.5693327,-70.1606767
San Carlos de Bariloche (Argentina) - Porto Alegre (Brasil),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Porto Alegre (Brasil),Porto Alegre,Brasil,,América del Sur,-30.0324999,-51.2303767
Córdoba (Argentina) - París (Francia),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,París (Francia),París,Francia,,Europa,48.8534951,2.3483915
Rio Hondo (Argentina) - Rosario (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Resistencia (Argentina) - Río Grande (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562
Resistencia (Argentina) - Río de Janeiro (Brasil),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Río de Janeiro (Brasil),Río de Janeiro,Brasil,,América del Sur,-22.9110137,-43.2093727
Ezeiza (Argentina) - Fort Myers (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Fort Myers (Estados Unidos),Fort Myers,Estados Unidos,,América del Norte,26.640628,-81.8723084
Ciudad de Buenos Aires (Argentina) - Punta Cana (República Dominicana),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Punta Cana (República Dominicana),Punta Cana,República Dominicana,,América Central y Caribe,18.556551,-68.3691611
Ezeiza (Argentina) - Hamburg (Alemania),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Hamburg (Alemania),Hamburg,Alemania,,Europa,53.550341,10.000654
Río Gallegos (Argentina) - San Julian (Argentina),Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804,San Julian (Argentina),San Julian,Argentina,Santa Cruz,América del Sur,-24.3073253,-64.6594346
Ezeiza (Argentina) - Baltimore (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Baltimore (Estados Unidos),Baltimore,Estados Unidos,,América del Norte,39.2908816,-76.610759
El Calafate (Argentina) - Santa Cruz (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Santa Cruz (Argentina),Santa Cruz,Argentina,Santa Cruz,América del Sur,-48.5693327,-70.1606767
Neuquén (Argentina) - Viedma (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,Viedma (Argentina),Viedma,Argentina,Río Negro,América del Sur,-40.8084274,-62.994722
Ezeiza (Argentina) - Tenerife Island (España),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Tenerife Island (España),Tenerife Island,España,,Europa,28.2935785,-16.6214471
Puerto Iguazú (Argentina) - Paris (Francia),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,Paris (Francia),Paris,Francia,,Europa,48.8588897,2.320041
Ezeiza (Argentina) - Dubai (Emiratos Árabes Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Dubai (Emiratos Árabes Unidos),Dubai,Emiratos Árabes Unidos,,Asia,25.0742823,55.1885387
Ezeiza (Argentina) - Farnborough (Reino Unido de Gran Bretaña e Irlanda del Norte),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Farnborough (Reino Unido de Gran Bretaña e Irlanda del Norte),Farnborough,Reino Unido de Gran Bretaña e Irlanda del Norte,,Europa,51.2918693,-0.7539836
Ciudad de Buenos Aires (Argentina) - Recife (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Recife (Brasil),Recife,Brasil,,América del Sur,-8.0584933,-34.8848193
Bahía Blanca (Argentina) - Mendoza (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
Ezeiza (Argentina) - Adaba (Etiopía),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Adaba (Etiopía),Adaba,Etiopía,,África,7.0072505,39.3917175
San Miguel de Tucumán (Argentina) - Bogotá (Colombia),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Bogotá (Colombia),Bogotá,Colombia,,América del Sur,4.7110053,-74.0720857
Ezeiza (Argentina) - Las Palmas (España),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Las Palmas (España),Las Palmas,España,,Europa,27.9580004,-15.6062305
Córdoba (Argentina) - El Dorado (Perú),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,El Dorado (Perú),El Dorado,Perú,,América del Sur,-6.5839027,-76.6820534
Formosa (Argentina) - Belo Horizonte (Brasil),Formosa (Argentina),Formosa,Argentina,Formosa,América del Sur,-24.5955306,-60.4289718,Belo Horizonte (Brasil),Belo Horizonte,Brasil,,América del Sur,-19.9227318,-43.9450948
Ezeiza (Argentina) - San José Del Guaviare (Colombia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,San José Del Guaviare (Colombia),San José Del Guaviare,Colombia,,América del Sur,2.5716141,-72.6426515
Bahía Blanca (Argentina) - Rosario (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Córdoba (Argentina) - Ciudad del Este (Paraguay),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Ciudad del Este (Paraguay),Ciudad del Este,Paraguay,,América del Sur,-25.5169015,-54.6168645
Corrientes (Argentina) - Salta (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Neuquén (Argentina) - San Miguel de Tucumán (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Ezeiza (Argentina) - Santo Domingo (República Dominicana),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Santo Domingo (República Dominicana),Santo Domingo,República Dominicana,,América Central y Caribe,18.4801972,-69.942111
Ciudad de Buenos Aires (Argentina) - Cartago (Colombia),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Cartago (Colombia),Cartago,Colombia,,América del Sur,4.7106592,-75.9323875
Santiago del Estero (Argentina) - Asunción (Paraguay),Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542,Asunción (Paraguay),Asunción,Paraguay,,América del Sur,-25.2800459,-57.6343814
Ezeiza (Argentina) - Münster (Alemania),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Münster (Alemania),Münster,Alemania,,Europa,51.9625101,7.6251879
Mendoza (Argentina) - Madrid (España),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Madrid (España),Madrid,España,,Europa,40.4167047,-3.7035825
Corrientes (Argentina) - San Miguel de Tucumán (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Ezeiza (Argentina) - Salto del Guaira (Paraguay),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Salto del Guaira (Paraguay),Salto del Guaira,Paraguay,,América del Sur,-24.056639,-54.3342067
Ezeiza (Argentina) - Marana (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Marana (Estados Unidos),Marana,Estados Unidos,,América del Norte,32.4483736,-111.211475
Ezeiza (Argentina) - Pereira (Colombia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Pereira (Colombia),Pereira,Colombia,,América del Sur,4.7854606,-75.788322
San Juan (Argentina) - Santiago del Estero (Argentina),San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Ezeiza (Argentina) - Lebu (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Lebu (Chile),Lebu,Chile,,América del Sur,-37.6102279,-73.656055
Ezeiza (Argentina) - Combarbala (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Combarbala (Chile),Combarbala,Chile,,América del Sur,-31.1781518,-71.0024382
Ezeiza (Argentina) - Guidonia (Italia),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Guidonia (Italia),Guidonia,Italia,,Europa,41.9972039,12.7263446
Río Gallegos (Argentina) - Thurso (Reino Unido de Gran Bretaña e Irlanda del Norte),Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804,Thurso (Reino Unido de Gran Bretaña e Irlanda del Norte),Thurso,Reino Unido de Gran Bretaña e Irlanda del Norte,,Europa,58.5947443,-3.520577
Puerto Iguazú (Argentina) - San Carlos de Bariloche (Argentina),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
San Carlos de Bariloche (Argentina) - Punta del Este (Uruguay),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Punta del Este (Uruguay),Punta del Este,Uruguay,,América del Sur,-34.9632342,-54.9439981
Ciudad de Buenos Aires (Argentina) - Juliaca (Perú),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Juliaca (Perú),Juliaca,Perú,,América del Sur,-15.4932314,-70.1356177
Ezeiza (Argentina) - San Julian (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,San Julian (Argentina),San Julian,Argentina,Santa Cruz,América del Sur,-24.3073253,-64.6594346
San Martín de los Andes (Argentina) - Santiago del Estero (Argentina),San Martín de los Andes (Argentina),San Martín de los Andes,Argentina,Neuquén,América del Sur,-40.1568791,-71.3525588,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Ezeiza (Argentina) - Valletta (Malta),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Valletta (Malta),Valletta,Malta,,Europa,35.8989979,14.5136607
